YearMonthDayHourMinute,STN,UV
202206010150,156,
202206010150,159,
202206010150,165,
202206010200,13,
202206010200,105,
202206010200,108,
202206010200,112,
202206010200,115,
202206010200,131,
202206010200,132,
202206010200,133,
202206010200,138,
202206010200,143,
202206010200,146,
202206010200,152,
202206010200,156,
202206010200,159,
202206010200,165,
202206010210,13,
202206010210,105,
202206010210,108,
202206010210,112,
202206010210,115,
202206010210,131,
202206010210,132,
202206010210,133,
202206010210,138,
202206010210,143,
202206010210,146,
202206010210,152,
202206010210,156,
202206010210,159,
202206010210,165,
202206010220,13,
202206010220,105,
202206010220,108,
202206010220,112,
202206010220,115,
202206010220,131,
202206010220,132,
202206010220,133,
202206010220,138,
202206010220,143,
202206010220,146,
202206010220,152,
202206010220,156,
202206010220,159,
202206010220,165,
202206010230,13,
202206010230,105,
202206010230,108,
202206010230,112,
202206010230,115,
202206010230,131,
202206010230,132,
202206010230,133,
202206010230,138,
202206010230,143,
202206010230,146,
202206010230,152,
202206010230,156,
202206010230,159,
202206010230,165,
202206010240,13,
202206010240,105,
202206010240,108,
202206010240,112,
202206010240,115,
202206010240,131,
202206010240,132,
202206010240,133,
202206010240,138,
202206010240,143,
202206010240,146,
202206010240,152,
202206010240,156,
202206010240,159,
202206010240,165,
202206010250,13,
202206010250,105,
202206010250,108,
202206010250,112,
202206010250,115,
202206010250,131,
202206010250,132,
202206010250,133,
202206010250,138,
202206010250,143,
202206010250,146,
202206010250,152,
202206010250,156,
202206010250,159,
202206010250,165,
202206010300,13,
202206010300,105,
202206010300,108,
202206010300,112,
202206010300,115,
202206010300,131,
202206010300,132,
202206010300,133,
202206010300,138,
202206010300,143,
202206010300,146,
202206010300,152,
202206010300,156,
202206010300,159,
202206010300,165,
202206010310,13,
202206010310,105,
202206010310,108,
202206010310,112,
202206010310,115,
202206010310,131,
202206010310,132,
202206010310,133,
202206010310,138,
202206010310,143,
202206010310,146,
202206010310,152,
202206010310,156,
202206010310,159,
202206010310,165,
202206010320,13,
202206010320,105,
202206010320,108,
202206010320,112,
202206010320,115,
202206010320,131,
202206010320,132,
202206010320,133,
202206010320,138,
202206010320,143,
202206010320,146,
202206010320,152,
202206010320,156,
202206010320,159,
202206010320,165,
202206010330,13,
202206010330,105,
202206010330,108,
202206010330,112,
202206010330,115,
202206010330,131,
202206010330,132,
202206010330,133,
202206010330,138,
202206010330,143,
202206010330,146,
202206010330,152,
202206010330,156,
202206010330,159,
202206010330,165,
202206010340,13,
202206010340,105,
202206010340,108,
202206010340,112,
202206010340,115,
202206010340,131,
202206010340,132,
202206010340,133,
202206010340,138,
202206010340,143,
202206010340,146,
202206010340,152,
202206010340,156,
202206010340,159,
202206010340,165,
202206010350,13,
202206010350,105,
202206010350,108,
202206010350,112,
202206010350,115,
202206010350,131,
202206010350,132,
202206010350,133,
202206010350,138,
202206010350,143,
202206010350,146,
202206010350,152,
202206010350,156,
202206010350,159,
202206010350,165,
202206010400,13,
202206010400,105,
202206010400,108,
202206010400,112,
202206010400,115,
202206010400,131,
202206010400,132,
202206010400,133,
202206010400,138,
202206010400,143,
202206010400,146,
202206010400,152,
202206010400,156,
202206010400,159,
202206010400,165,
202206010410,13,
202206010410,105,
202206010410,108,
202206010410,112,
202206010410,115,
202206010410,131,
202206010410,132,
202206010410,133,
202206010410,138,
202206010410,143,
202206010410,146,
202206010410,152,
202206010410,156,
202206010410,159,
202206010410,165,
202206010420,13,
202206010420,105,
202206010420,108,
202206010420,112,
202206010420,115,
202206010420,131,
202206010420,132,
202206010420,133,
202206010420,138,
202206010420,143,
202206010420,146,
202206010420,152,
202206010420,156,
202206010420,159,
202206010420,165,
202206010430,13,
202206010430,105,
202206010430,108,
202206010430,112,
202206010430,115,
202206010430,131,
202206010430,132,
202206010430,133,
202206010430,138,
202206010430,143,
202206010430,146,
202206010430,152,
202206010430,156,
202206010430,159,
202206010430,165,
202206010440,13,
202206010440,105,
202206010440,108,
202206010440,112,
202206010440,115,
202206010440,131,
202206010440,132,
202206010440,133,
202206010440,138,
202206010440,143,
202206010440,146,
202206010440,152,
202206010440,156,
202206010440,159,
202206010440,165,
202206010450,13,
202206010450,105,
202206010450,108,
202206010450,112,
202206010450,115,
202206010450,131,
202206010450,132,
202206010450,133,
202206010450,138,
202206010450,143,
202206010450,146,
202206010450,152,
202206010450,156,
202206010450,159,
202206010450,165,
202206010500,13,
202206010500,105,
202206010500,108,
202206010500,112,
202206010500,115,
202206010500,131,
202206010500,132,
202206010500,133,
202206010500,138,
202206010500,143,
202206010500,146,
202206010500,152,
202206010500,156,
202206010500,159,
202206010500,165,
202206010510,13,
202206010510,105,
202206010510,108,
202206010510,112,
202206010510,115,
202206010510,131,
202206010510,132,
202206010510,133,
202206010510,138,
202206010510,143,
202206010510,146,
202206010510,152,
202206010510,156,
202206010510,159,
202206010510,165,
202206010520,13,
202206010520,105,
202206010520,108,
202206010520,112,
202206010520,115,
202206010520,131,
202206010520,132,
202206010520,133,
202206010520,138,
202206010520,143,
202206010520,146,
202206010520,152,
202206010520,156,
202206010520,159,
202206010520,165,
202206010530,13,
202206010530,105,
202206010530,108,
202206010530,112,
202206010530,115,
202206010530,131,
202206010530,132,
202206010530,133,
202206010530,138,
202206010530,143,
202206010530,146,
202206010530,152,
202206010530,156,
202206010530,159,
202206010530,165,
202206010540,13,
202206010540,105,
202206010540,108,
202206010540,112,
202206010540,115,
202206010540,131,
202206010540,132,
202206010540,133,
202206010540,138,
202206010540,143,
202206010540,146,
202206010540,152,
202206010540,156,
202206010540,159,
202206010540,165,
202206010550,13,
202206010550,105,
202206010550,108,
202206010550,112,
202206010550,115,
202206010550,131,
202206010550,132,
202206010550,133,
202206010550,138,
202206010550,143,
202206010550,146,
202206010550,152,
202206010550,156,
202206010550,159,
202206010550,165,
202206010600,13,
202206010600,105,
202206010600,108,
202206010600,112,
202206010600,115,
202206010600,131,
202206010600,132,
202206010600,133,
202206010600,138,
202206010600,143,
202206010600,146,
202206010600,152,
202206010600,156,
202206010600,159,
202206010600,165,
202206010610,13,
202206010610,105,
202206010610,108,
202206010610,112,
202206010610,115,
202206010610,131,
202206010610,132,
202206010610,133,
202206010610,138,
202206010610,143,
202206010610,146,
202206010610,152,
202206010610,156,
202206010610,159,
202206010610,165,
202206010620,13,
202206010620,105,
202206010620,108,
202206010620,112,
202206010620,115,
202206010620,131,
202206010620,132,
202206010620,133,
202206010620,138,
202206010620,143,
202206010620,146,
202206010620,152,
202206010620,156,
202206010620,159,
202206010620,165,
202206010630,13,
202206010630,105,
202206010630,108,
202206010630,112,
202206010630,115,
202206010630,131,
202206010630,132,
202206010630,133,
202206010630,138,
202206010630,143,
202206010630,146,
202206010630,152,
202206010630,156,
202206010630,159,
202206010630,165,
202206010640,13,
202206010640,105,
202206010640,108,
202206010640,112,
202206010640,115,
202206010640,131,
202206010640,132,
202206010640,133,
202206010640,138,
202206010640,143,
202206010640,146,
202206010640,152,
202206010640,156,
202206010640,159,
202206010640,165,
202206010650,13,
202206010650,105,
202206010650,108,
202206010650,112,
202206010650,115,
202206010650,131,
202206010650,132,
202206010650,133,
202206010650,138,
202206010650,143,
202206010650,146,
202206010650,152,
202206010650,156,
202206010650,159,
202206010650,165,
202206010700,13,
202206010700,105,
202206010700,108,
202206010700,112,
202206010700,115,
202206010700,131,
202206010700,132,
202206010700,133,
202206010700,138,
202206010700,143,
202206010700,146,
202206010700,152,
202206010700,156,
202206010700,159,
202206010700,165,
202206010710,13,
202206010710,105,
202206010710,108,
202206010710,112,
202206010710,115,
202206010710,131,
202206010710,132,
202206010710,133,
202206010710,138,
202206010710,143,
202206010710,146,
202206010710,152,
202206010710,156,
202206010710,159,
202206010710,165,
202206010720,13,
202206010720,105,
202206010720,108,
202206010720,112,
202206010720,115,
202206010720,131,
202206010720,132,
202206010720,133,
202206010720,138,
202206010720,143,
202206010720,146,
202206010720,152,
202206010720,156,
202206010720,159,
202206010720,165,
202206010730,13,
202206010730,105,
202206010730,108,
202206010730,112,
202206010730,115,
202206010730,131,
202206010730,132,
202206010730,133,
202206010730,138,
202206010730,143,
202206010730,146,
202206010730,152,
202206010730,156,
202206010730,159,
202206010730,165,
202206010740,13,
202206010740,105,
202206010740,108,
202206010740,112,
202206010740,115,
202206010740,131,
202206010740,132,
202206010740,133,
202206010740,138,
202206010740,143,
202206010740,146,
202206010740,152,
202206010740,156,
202206010740,159,
202206010740,165,
202206010750,13,
202206010750,105,
202206010750,108,
202206010750,112,
202206010750,115,
202206010750,131,
202206010750,132,
202206010750,133,
202206010750,138,
202206010750,143,
202206010750,146,
202206010750,152,
202206010750,156,
202206010750,159,
202206010750,165,
202206010800,13,
202206010800,105,
202206010800,108,
202206010800,112,
202206010800,115,
202206010800,131,
202206010800,132,
202206010800,133,
202206010800,138,
202206010800,143,
202206010800,146,
202206010800,152,
202206010800,156,
202206010800,159,
202206010800,165,
202206010810,13,
202206010810,105,
202206010810,108,
202206010810,112,
202206010810,115,
202206010810,131,
202206010810,132,
202206010810,133,
202206010810,138,
202206010810,143,
202206010810,146,
202206010810,152,
202206010810,156,
202206010810,159,
202206010810,165,
202206010820,13,
202206010820,105,
202206010820,108,
202206010820,112,
202206010820,115,
202206010820,131,
202206010820,132,
202206010820,133,
202206010820,138,
202206010820,143,
202206010820,146,
202206010820,152,
202206010820,156,
202206010820,159,
202206010820,165,
202206010830,13,
202206010830,105,
202206010830,108,
202206010830,112,
202206010830,115,
202206010830,131,
202206010830,132,
202206010830,133,
202206010830,138,
202206010830,143,
202206010830,146,
202206010830,152,
202206010830,156,
202206010830,159,
202206010830,165,
202206010840,13,
202206010840,105,
202206010840,108,
202206010840,112,
202206010840,115,
202206010840,131,
202206010840,132,
202206010840,133,
202206010840,138,
202206010840,143,
202206010840,146,
202206010840,152,
202206010840,156,
202206010840,159,
202206010840,165,
202206010850,13,
202206010850,105,
202206010850,108,
202206010850,112,
202206010850,115,
202206010850,131,
202206010850,132,
202206010850,133,
202206010850,138,
202206010850,143,
202206010850,146,
202206010850,152,
202206010850,156,
202206010850,159,
202206010850,165,
202206010900,13,
202206010900,105,
202206010900,108,
202206010900,112,
202206010900,115,
202206010900,131,
202206010900,132,
202206010900,133,
202206010900,138,
202206010900,143,
202206010900,146,
202206010900,152,
202206010900,156,
202206010900,159,
202206010900,165,
202206010910,13,
202206010910,105,
202206010910,108,
202206010910,112,
202206010910,115,
202206010910,131,
202206010910,132,
202206010910,133,
202206010910,138,
202206010910,143,
202206010910,146,
202206010910,152,
202206010910,156,
202206010910,159,
202206010910,165,
202206010920,13,
202206010920,105,
202206010920,108,
202206010920,112,
202206010920,115,
202206010920,131,
202206010920,132,
202206010920,133,
202206010920,138,
202206010920,143,
202206010920,146,
202206010920,152,
202206010920,156,
202206010920,159,
202206010920,165,
202206010930,13,
202206010930,105,
202206010930,108,
202206010930,112,
202206010930,115,
202206010930,131,
202206010930,132,
202206010930,133,
202206010930,138,
202206010930,143,
202206010930,146,
202206010930,152,
202206010930,156,
202206010930,159,
202206010930,165,
202206010940,13,
202206010940,105,
202206010940,108,
202206010940,112,
202206010940,115,
202206010940,131,
202206010940,132,
202206010940,133,
202206010940,138,
202206010940,143,
202206010940,146,
202206010940,152,
202206010940,156,
202206010940,159,
202206010940,165,
202206010950,13,
202206010950,105,
202206010950,108,
202206010950,112,
202206010950,115,
202206010950,131,
202206010950,132,
202206010950,133,
202206010950,138,
202206010950,143,
202206010950,146,
202206010950,152,
202206010950,156,
202206010950,159,
202206010950,165,
202206011000,13,
202206011000,105,
202206011000,108,
202206011000,112,
202206011000,115,
202206011000,131,
202206011000,132,
202206011000,133,
202206011000,138,
202206011000,143,
202206011000,146,
202206011000,152,
202206011000,156,
202206011000,159,
202206011000,165,
202206011010,13,
202206011010,105,
202206011010,108,
202206011010,112,
202206011010,115,
202206011010,131,
202206011010,132,
202206011010,133,
202206011010,138,
202206011010,143,
202206011010,146,
202206011010,152,
202206011010,156,
202206011010,159,
202206011010,165,
202206011020,13,
202206011020,105,
202206011020,108,
202206011020,112,
202206011020,115,
202206011020,131,
202206011020,132,
202206011020,133,
202206011020,138,
202206011020,143,
202206011020,146,
202206011020,152,
202206011020,156,
202206011020,159,
202206011020,165,
202206011030,13,
202206011030,105,
202206011030,108,
202206011030,112,
202206011030,115,
202206011030,131,
202206011030,132,
202206011030,133,
202206011030,138,
202206011030,143,
202206011030,146,
202206011030,152,
202206011030,156,
202206011030,159,
202206011030,165,
202206011040,13,
202206011040,105,
202206011040,108,
202206011040,112,
202206011040,115,
202206011040,131,
202206011040,132,
202206011040,133,
202206011040,138,
202206011040,143,
202206011040,146,
202206011040,152,
202206011040,156,
202206011040,159,
202206011040,165,
202206011050,13,
202206011050,105,
202206011050,108,
202206011050,112,
202206011050,115,
202206011050,131,
202206011050,132,
202206011050,133,
202206011050,138,
202206011050,143,
202206011050,146,
202206011050,152,
202206011050,156,
202206011050,159,
202206011050,165,
202206011100,13,
202206011100,105,
202206011100,108,
202206011100,112,
202206011100,115,
202206011100,131,
202206011100,132,
202206011100,133,
202206011100,138,
202206011100,143,
202206011100,146,
202206011100,152,
202206011100,156,
202206011100,159,
202206011100,165,
202206011110,13,
202206011110,105,
202206011110,108,
202206011110,112,
202206011110,115,
202206011110,131,
202206011110,132,
202206011110,133,
202206011110,138,
202206011110,143,
202206011110,146,
202206011110,152,
202206011110,156,
202206011110,159,
202206011110,165,
202206011120,13,
202206011120,105,
202206011120,108,
202206011120,112,
202206011120,115,
202206011120,131,
202206011120,132,
202206011120,133,
202206011120,138,
202206011120,143,
202206011120,146,
202206011120,152,
202206011120,156,
202206011120,159,
202206011120,165,
202206011130,13,
202206011130,105,
202206011130,108,
202206011130,112,
202206011130,115,
202206011130,131,
202206011130,132,
202206011130,133,
202206011130,138,
202206011130,143,
202206011130,146,
202206011130,152,
202206011130,156,
202206011130,159,
202206011130,165,
202206011140,13,
202206011140,105,
202206011140,108,
202206011140,112,
202206011140,115,
202206011140,131,
202206011140,132,
202206011140,133,
202206011140,138,
202206011140,143,
202206011140,146,
202206011140,152,
202206011140,156,
202206011140,159,
202206011140,165,
202206011150,13,
202206011150,105,
202206011150,108,
202206011150,112,
202206011150,115,
202206011150,131,
202206011150,132,
202206011150,133,
202206011150,138,
202206011150,143,
202206011150,146,
202206011150,152,
202206011150,156,
202206011150,159,
202206011150,165,
202206011200,13,
202206011200,105,
202206011200,108,
202206011200,112,
202206011200,115,
202206011200,131,
202206011200,132,
202206011200,133,
202206011200,138,
202206011200,143,
202206011200,146,
202206011200,152,
202206011200,156,
202206011200,159,
202206011200,165,
202206011210,13,
202206011210,105,
202206011210,108,
202206011210,112,
202206011210,115,
202206011210,131,
202206011210,132,
202206011210,133,
202206011210,138,
202206011210,143,
202206011210,146,
202206011210,152,
202206011210,156,
202206011210,159,
202206011210,165,
202206011220,13,
202206011220,105,
202206011220,108,
202206011220,112,
202206011220,115,
202206011220,131,
202206011220,132,
202206011220,133,
202206011220,138,
202206011220,143,
202206011220,146,
202206011220,152,
202206011220,156,
202206011220,159,
202206011220,165,
202206011230,13,
202206011230,105,
202206011230,108,
202206011230,112,
202206011230,115,
202206011230,131,
202206011230,132,
202206011230,133,
202206011230,138,
202206011230,143,
202206011230,146,
202206011230,152,
202206011230,156,
202206011230,159,
202206011230,165,
202206011240,13,
202206011240,105,
202206011240,108,
202206011240,112,
202206011240,115,
202206011240,131,
202206011240,132,
202206011240,133,
202206011240,138,
202206011240,143,
202206011240,146,
202206011240,152,
202206011240,156,
202206011240,159,
202206011240,165,
202206011250,13,
202206011250,105,
202206011250,108,
202206011250,112,
202206011250,115,
202206011250,131,
202206011250,132,
202206011250,133,
202206011250,138,
202206011250,143,
202206011250,146,
202206011250,152,
202206011250,156,
202206011250,159,
202206011250,165,
202206011300,13,
202206011300,105,
202206011300,108,
202206011300,112,
202206011300,115,
202206011300,131,
202206011300,132,
202206011300,133,
202206011300,138,
202206011300,143,
202206011300,146,
202206011300,152,
202206011300,156,
202206011300,159,
202206011300,165,
202206011310,13,
202206011310,105,
202206011310,108,
202206011310,112,
202206011310,115,
202206011310,131,
202206011310,132,
202206011310,133,
202206011310,138,
202206011310,143,
202206011310,146,
202206011310,152,
202206011310,156,
202206011310,159,
202206011310,165,
202206011320,13,
202206011320,105,
202206011320,108,
202206011320,112,
202206011320,115,
202206011320,131,
202206011320,132,
202206011320,133,
202206011320,138,
202206011320,143,
202206011320,146,
202206011320,152,
202206011320,156,
202206011320,159,
202206011320,165,
202206011330,13,
202206011330,105,
202206011330,108,
202206011330,112,
202206011330,115,
202206011330,131,
202206011330,132,
202206011330,133,
202206011330,138,
202206011330,143,
202206011330,146,
202206011330,152,
202206011330,156,
202206011330,159,
202206011330,165,
202206011340,13,
202206011340,105,
202206011340,108,
202206011340,112,
202206011340,115,
202206011340,131,
202206011340,132,
202206011340,133,
202206011340,138,
202206011340,143,
202206011340,146,
202206011340,152,
202206011340,156,
202206011340,159,
202206011340,165,
202206011350,13,
202206011350,105,
202206011350,108,
202206011350,112,
202206011350,115,
202206011350,131,
202206011350,132,
202206011350,133,
202206011350,138,
202206011350,143,
202206011350,146,
202206011350,152,
202206011350,156,
202206011350,159,
202206011350,165,
202206011400,13,
202206011400,105,
202206011400,108,
202206011400,112,
202206011400,115,
202206011400,131,
202206011400,132,
202206011400,133,
202206011400,138,
202206011400,143,
202206011400,146,
202206011400,152,
202206011400,156,
202206011400,159,
202206011400,165,
202206011410,13,
202206011410,105,
202206011410,108,
202206011410,112,
202206011410,115,
202206011410,131,
202206011410,132,
202206011410,133,
202206011410,138,
202206011410,143,
202206011410,146,
202206011410,152,
202206011410,156,
202206011410,159,
202206011410,165,
202206011420,13,
202206011420,105,
202206011420,108,
202206011420,112,
202206011420,115,
202206011420,131,
202206011420,132,
202206011420,133,
202206011420,138,
202206011420,143,
202206011420,146,
202206011420,152,
202206011420,156,
202206011420,159,
202206011420,165,
202206011430,13,
202206011430,105,
202206011430,108,
202206011430,112,
202206011430,115,
202206011430,131,
202206011430,132,
202206011430,133,
202206011430,138,
202206011430,143,
202206011430,146,
202206011430,152,
202206011430,156,
202206011430,159,
202206011430,165,
202206011440,13,
202206011440,105,
202206011440,108,
202206011440,112,
202206011440,115,
202206011440,131,
202206011440,132,
202206011440,133,
202206011440,138,
202206011440,143,
202206011440,146,
202206011440,152,
202206011440,156,
202206011440,159,
202206011440,165,
202206011450,13,
202206011450,105,
202206011450,108,
202206011450,112,
202206011450,115,
202206011450,131,
202206011450,132,
202206011450,133,
202206011450,138,
202206011450,143,
202206011450,146,
202206011450,152,
202206011450,156,
202206011450,159,
202206011450,165,
202206011500,13,
202206011500,105,
202206011500,108,
202206011500,112,
202206011500,115,
202206011500,131,
202206011500,132,
202206011500,133,
202206011500,138,
202206011500,143,
202206011500,146,
202206011500,152,
202206011500,156,
202206011500,159,
202206011500,165,
202206011510,13,
202206011510,105,
202206011510,108,
202206011510,112,
202206011510,115,
202206011510,131,
202206011510,132,
202206011510,133,
202206011510,138,
202206011510,143,
202206011510,146,
202206011510,152,
202206011510,156,
202206011510,159,
202206011510,165,
202206011520,13,
202206011520,105,
202206011520,108,
202206011520,112,
202206011520,115,
202206011520,131,
202206011520,132,
202206011520,133,
202206011520,138,
202206011520,143,
202206011520,146,
202206011520,152,
202206011520,156,
202206011520,159,
202206011520,165,
202206011530,13,
202206011530,105,
202206011530,108,
202206011530,112,
202206011530,115,
202206011530,131,
202206011530,132,
202206011530,133,
202206011530,138,
202206011530,143,
202206011530,146,
202206011530,152,
202206011530,156,
202206011530,159,
202206011530,165,
202206011540,13,
202206011540,105,
202206011540,108,
202206011540,112,
202206011540,115,
202206011540,131,
202206011540,132,
202206011540,133,
202206011540,138,
202206011540,143,
202206011540,146,
202206011540,152,
202206011540,156,
202206011540,159,
202206011540,165,
202206011550,13,
202206011550,105,
202206011550,108,
202206011550,112,
202206011550,115,
202206011550,131,
202206011550,132,
202206011550,133,
202206011550,138,
202206011550,143,
202206011550,146,
202206011550,152,
202206011550,156,
202206011550,159,
202206011550,165,
202206011600,13,
202206011600,105,
202206011600,108,
202206011600,112,
202206011600,115,
202206011600,131,
202206011600,132,
202206011600,133,
202206011600,138,
202206011600,143,
202206011600,146,
202206011600,152,
202206011600,156,
202206011600,159,
202206011600,165,
202206011610,13,
202206011610,105,
202206011610,108,
202206011610,112,
202206011610,115,
202206011610,131,
202206011610,132,
202206011610,133,
202206011610,138,
202206011610,143,
202206011610,146,
202206011610,152,
202206011610,156,
202206011610,159,
202206011610,165,
202206011620,13,
202206011620,105,
202206011620,108,
202206011620,112,
202206011620,115,
202206011620,131,
202206011620,132,
202206011620,133,
202206011620,138,
202206011620,143,
202206011620,146,
202206011620,152,
202206011620,156,
202206011620,159,
202206011620,165,
202206011630,13,
202206011630,105,
202206011630,108,
202206011630,112,
202206011630,115,
202206011630,131,
202206011630,132,
202206011630,133,
202206011630,138,
202206011630,143,
202206011630,146,
202206011630,152,
202206011630,156,
202206011630,159,
202206011630,165,
202206011640,13,
202206011640,105,
202206011640,108,
202206011640,112,
202206011640,115,
202206011640,131,
202206011640,132,
202206011640,133,
202206011640,138,
202206011640,143,
202206011640,146,
202206011640,152,
202206011640,156,
202206011640,159,
202206011640,165,
202206011650,13,
202206011650,105,
202206011650,108,
202206011650,112,
202206011650,115,
202206011650,131,
202206011650,132,
202206011650,133,
202206011650,138,
202206011650,143,
202206011650,146,
202206011650,152,
202206011650,156,
202206011650,159,
202206011650,165,
202206011700,13,
202206011700,105,
202206011700,108,
202206011700,112,
202206011700,115,
202206011700,131,
202206011700,132,
202206011700,133,
202206011700,138,
202206011700,143,
202206011700,146,
202206011700,152,
202206011700,156,
202206011700,159,
202206011700,165,
202206011710,13,
202206011710,105,
202206011710,108,
202206011710,112,
202206011710,115,
202206011710,131,
202206011710,132,
202206011710,133,
202206011710,138,
202206011710,143,
202206011710,146,
202206011710,152,
202206011710,156,
202206011710,159,
202206011710,165,
202206011720,13,
202206011720,105,
202206011720,108,
202206011720,112,
202206011720,115,
202206011720,131,
202206011720,132,
202206011720,133,
202206011720,138,
202206011720,143,
202206011720,146,
202206011720,152,
202206011720,156,
202206011720,159,
202206011720,165,
202206011730,13,
202206011730,105,
202206011730,108,
202206011730,112,
202206011730,115,
202206011730,131,
202206011730,132,
202206011730,133,
202206011730,138,
202206011730,143,
202206011730,146,
202206011730,152,
202206011730,156,
202206011730,159,
202206011730,165,
202206011740,13,
202206011740,105,
202206011740,108,
202206011740,112,
202206011740,115,
202206011740,131,
202206011740,132,
202206011740,133,
202206011740,138,
202206011740,143,
202206011740,146,
202206011740,152,
202206011740,156,
202206011740,159,
202206011740,165,
202206011750,13,
202206011750,105,
202206011750,108,
202206011750,112,
202206011750,115,
202206011750,131,
202206011750,132,
202206011750,133,
202206011750,138,
202206011750,143,
202206011750,146,
202206011750,152,
202206011750,156,
202206011750,159,
202206011750,165,
202206011800,13,
202206011800,105,
202206011800,108,
202206011800,112,
202206011800,115,
202206011800,131,
202206011800,132,
202206011800,133,
202206011800,138,
202206011800,143,
202206011800,146,
202206011800,152,
202206011800,156,
202206011800,159,
202206011800,165,
202206011810,13,
202206011810,105,
202206011810,108,
202206011810,112,
202206011810,115,
202206011810,131,
202206011810,132,
202206011810,133,
202206011810,138,
202206011810,143,
202206011810,146,
202206011810,152,
202206011810,156,
202206011810,159,
202206011810,165,
202206011820,13,
202206011820,105,
202206011820,108,
202206011820,112,
202206011820,115,
202206011820,131,
202206011820,132,
202206011820,133,
202206011820,138,
202206011820,143,
202206011820,146,
202206011820,152,
202206011820,156,
202206011820,159,
202206011820,165,
202206011830,13,
202206011830,105,
202206011830,108,
202206011830,112,
202206011830,115,
202206011830,131,
202206011830,132,
202206011830,133,
202206011830,138,
202206011830,143,
202206011830,146,
202206011830,152,
202206011830,156,
202206011830,159,
202206011830,165,
202206011840,13,
202206011840,105,
202206011840,108,
202206011840,112,
202206011840,115,
202206011840,131,
202206011840,132,
202206011840,133,
202206011840,138,
202206011840,143,
202206011840,146,
202206011840,152,
202206011840,156,
202206011840,159,
202206011840,165,
202206011850,13,
202206011850,105,
202206011850,108,
202206011850,112,
202206011850,115,
202206011850,131,
202206011850,132,
202206011850,133,
202206011850,138,
202206011850,143,
202206011850,146,
202206011850,152,
202206011850,156,
202206011850,159,
202206011850,165,
202206011900,13,
202206011900,105,
202206011900,108,
202206011900,112,
202206011900,115,
202206011900,131,
202206011900,132,
202206011900,133,
202206011900,138,
202206011900,143,
202206011900,146,
202206011900,152,
202206011900,156,
202206011900,159,
202206011900,165,
202206011910,13,
202206011910,105,
202206011910,108,
202206011910,112,
202206011910,115,
202206011910,131,
202206011910,132,
202206011910,133,
202206011910,138,
202206011910,143,
202206011910,146,
202206011910,152,
202206011910,156,
202206011910,159,
202206011910,165,
202206011920,13,
202206011920,105,
202206011920,108,
202206011920,112,
202206011920,115,
